id,title,description,category,brand,price,color,gender,rating,created_at
399,UrbanChic Oversized Cocktail Dress,"The UrbanChic Oversized Cocktail Dress stands out for its quality and style. Made with silk for a premium hand-feel. Designed for workwear with a cropped silhouette. Details: elastic waistband, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,UrbanChic,326.73,Blue,Women,4.84,2025-02-02 23:03:00 
400,Gucci Classic Modal Lounge Set,,Lingerie & Sleepwear,Gucci,73.22,Red,Unisex,4.4,2024-10-23 19:32:00 
401,UrbanChic Cut-Out Swimsuit,"Featuring the UrbanChic Cut-Out Swimsuit, this product offers comfort and durability. Comfortable, flattering, and designed to last.",Swimwear,UrbanChic,36.12,Blue,Women,4.03,2025-03-04 07:37:00 
402,StreetWear Studio Training Shorts,,Activewear,StreetWear,315.12,Orange,Unisex,4.42,2024-12-27 10:01:00 
403,Minimalist Signature A-Line Skirt,A classic essential with elevated details.,Bottoms,Minimalist,143.2,Gray,Men,4.01,2025-04-29 08:01:00 
404,Mango Classic Leather Belt,"Made with cotton for a premium hand-feel. Designed for evening with a tailored silhouette. Details: lace trim, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Mango,98.11,Brown,Men,4.54,2025-02-09 03:16:00 
405,Prada Ribbed Tank Top,,Tops,Prada,389.73,Yellow,Women,3.84,2025-10-02 13:32:00 
406,UrbanChic Studio Training Shorts,"The UrbanChic Studio Training Shorts stands out for its quality and style. Comfortable, flattering, and designed to last.",Activewear,UrbanChic,24.02,Red,Women,4.47,2024-11-04 01:34:00 
407,Asisas Pleated Midi Dress,A versatile staple for everyday wear.,Dresses,Asisas,391.14,Gray,Women,4.35,2024-12-30 07:29:00 
408,StreetWear City Chelsea Boots,Customers choose the StreetWear City Chelsea Boots for its reliability. A classic essential with elevated details.,Footwear,StreetWear,859.88,Pink,Unisex,3.93,2025-09-25 16:15:00 
409,StreetWear Cashmere V-Neck Sweater,A classic essential with elevated details.,Tops,StreetWear,94.53,Pink,Men,4.86,2024-07-24 19:05:00 
410,Chanel Lightweight Platform Sneakers,"Made with suede for a premium hand-feel. Designed for weekend with a high-waisted silhouette. Details: adjustable straps, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Chanel,1142.96,Blue,Women,4.43,2026-01-06 15:41:00 
411,UrbanChic City Slim Fit Suit Jacket with Ribbed Hem,"Made with wool for a premium hand-feel. Designed for workwear with a mid-rise silhouette. Details: functional pockets, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,UrbanChic,176.05,Yellow,Women,4.18,2024-11-23 23:20:00 
412,Louis Vuitton Oxford Shirt,An easy-to-style piece with a modern fit.,Tops,Louis Vuitton,261.76,Brown,Men,3.86,2025-12-15 05:13:00 
413,Balenciaga Heritage Ribbed Tank Top,,Tops,Balenciaga,246.56,Yellow,Unisex,4.54,2025-11-12 10:39:00 
414,Louis Vuitton Women Tailored Slip Dress,Customers choose the Louis Vuitton Women Tailored Slip Dress for its reliability. A classic essential with elevated details.,Dresses,Louis Vuitton,814.18,Yellow,Women,3.79,2025-10-05 13:28:00 
415,Elegante Tailored Cargo Pants,Classic fit.,Bottoms,Elegante,481.77,Red,Men,4.26,2025-04-15 10:30:00 
416,Mango Signature Seamless Briefs with Zip Detail,"Customers choose the Mango Signature Seamless Briefs with Zip Detail for its reliability. Made with cotton for a premium hand-feel. Designed for everyday wear with a cropped silhouette. Details: lace trim, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,Mango,140.36,Green,Women,4.67,2024-09-20 05:33:00 
417,StreetWear Cashmere V-Neck Sweater,"Made with cashmere for a premium hand-feel. Designed for training with a tailored silhouette. Details: tapered leg, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,StreetWear,375.25,Gray,Men,4.85,2024-09-12 11:33:00 
418,Niky Denim Shorts,,Bottoms,Niky,218.81,Black,Women,4.03,2024-09-13 17:28:00 
419,Chanel Studio Denim Jacket,"Made with recycled polyester for a premium hand-feel. Designed for vacation with a wrinkle-resistant silhouette. Details: adjustable straps, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Chanel,239.29,Green,Women,4.25,2024-09-28 16:48:00 
420,Louis Vuitton Running Jacket,"Made with mesh for a premium hand-feel. Designed for weekend with a high-waisted silhouette. Details: functional pockets, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Louis Vuitton,278.68,Black,Women,3.83,2025-06-26 04:42:00 
421,Louis Vuitton Women Tailored Slip Dress Edition,A classic essential with elevated details.,Dresses,Louis Vuitton,290.81,Blue,Women,4.52,2025-07-10 00:28:00 
422,Louis Vuitton Crossbody Bag,Classic fit.,Accessories,Louis Vuitton,1725.3,Orange,Women,4.52,2025-09-09 03:48:00 
423,Niky Beanie Hat with Lace Trim,"Made with leather for a premium hand-feel. Designed for evening with a breathable silhouette. Details: subtle logo hardware, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Niky,393.49,Purple,Women,3.66,2024-11-29 17:16:00 
424,Prada Ribbed Tank Top,"Comfortable, flattering, and designed to last.",Tops,Prada,498.3,Brown,Women,4.07,2024-12-18 15:14:00 
425,Minimalist Men Studio Quilted Parka,This Minimalist Men Studio Quilted Parka is designed for everyday use. Limited run.,Outerwear,Minimalist,688.06,Brown,Men,3.94,2025-10-18 15:12:00 
426,Balenciaga Heritage Ribbed Tank Top,"Made with modal for a premium hand-feel. Designed for studio with a mid-rise silhouette. Details: ribbed cuffs, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Balenciaga,459.88,Brown,Unisex,4.21,2024-08-31 06:08:00 
427,Chanel Heritage Running Jacket,"Made with mesh for a premium hand-feel. Designed for formal events with a breathable silhouette. Details: soft-touch lining, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Chanel,73.21,Green,Men,4.16,2025-09-08 09:32:00 
428,Elegante Chelsea Boots,A classic essential with elevated details.,Footwear,Elegante,78.97,White,Women,4.45,2024-07-26 12:29:00 
429,Mango Women Satin Pajama Set,A versatile staple for everyday wear.,Lingerie & Sleepwear,Mango,24.22,Green,Women,4.21,2025-09-03 14:42:00 
430,Elegante Board Shorts,,Swimwear,Elegante,168.97,Orange,Women,3.65,2025-04-07 22:15:00 
431,Mango High-Waist Bikini Bottom with Zip Detail,"Customers choose the Mango High-Waist Bikini Bottom with Zip Detail for its reliability. Comfortable, flattering, and designed to last.",Swimwear,Mango,68.09,Gray,Unisex,3.8,2025-06-05 02:03:00 
432,Elegante Women Compression Top with Zip Detail,"Made with nylon-spandex for a premium hand-feel. Designed for street style with a relaxed fit silhouette. Details: elastic waistband, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Elegante,30.53,Black,Women,3.98,2025-08-24 11:22:00 
433,Niky Signature Crop Top with Zip Detail,A classic essential with elevated details.,Tops,Niky,293.46,Yellow,Men,4.49,2024-09-04 09:09:00 
434,Gucci Women Silk Blouse,"Comfortable, flattering, and designed to last.",Tops,Gucci,516.67,Black,Women,4.44,2025-04-04 08:35:00 
435,Zana Denim Jacket,A classic essential with elevated details.,Outerwear,Zana,286.13,White,Men,4.41,2024-09-25 07:58:00 
436,Gucci Modern Quilted Parka,"Made with faux leather for a premium hand-feel. Designed for weekend with a lightweight silhouette. Details: contrast stitching, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Gucci,705.32,Blue,Unisex,3.84,2025-10-27 07:03:00 
437,StreetWear Signature Leather Belt,"Made with resin for a premium hand-feel. Designed for training with a lightweight silhouette. Details: tapered leg, adjustable straps, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,StreetWear,1045.83,Orange,Unisex,4.54,2025-12-23 21:54:00 
438,Minimalist City Relaxed Cocktail Dress,A classic essential with elevated details.,Dresses,Minimalist,505.44,Black,Women,4.11,2025-08-16 21:19:00 
439,Louis Vuitton Modern High-Waisted Jeans,A classic essential with elevated details.,Bottoms,Louis Vuitton,136.66,Blue,Unisex,4.33,2025-01-23 05:52:00 
440,Chanel Modern Puffer Jacket - Outlet,"The Chanel Modern Puffer Jacket - Outlet stands out for its quality and style. Made with down for a premium hand-feel. Designed for formal events with a wrinkle-resistant silhouette. Details: functional pockets, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Chanel,433.3,White,Women,1.86,2024-09-17 12:31:00 
441,Asisas Signature Denim Shorts with Belt,"Featuring the Asisas Signature Denim Shorts with Belt, this product offers comfort and durability. A versatile staple for everyday wear.",Bottoms,Asisas,210.67,Brown,Men,4.19,2025-10-26 23:20:00 
442,Niky Running Jacket,An easy-to-style piece with a modern fit.,Activewear,Niky,122.39,Purple,Women,4.74,2024-08-20 16:05:00 
443,Minimalist Shirt Dress,"Customers choose the Minimalist Shirt Dress for its reliability. Made with cotton for a premium hand-feel. Designed for training with a tailored silhouette. Details: contrast stitching, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Minimalist,217.03,Gray,Women,4.51,2025-09-06 23:16:00 
444,Zana High-Waisted Jeans with Graphic Print,This Zana High-Waisted Jeans with Graphic Print is designed for everyday use. An easy-to-style piece with a modern fit.,Bottoms,Zana,144.18,Yellow,Men,4.41,2024-11-03 12:33:00 
445,UrbanChic Heritage Triangle Bikini Top with Ribbed Hem,"Featuring the UrbanChic Heritage Triangle Bikini Top with Ribbed Hem, this product offers comfort and durability. A classic essential with elevated details.",Swimwear,UrbanChic,157.6,Orange,Women,3.92,2025-03-12 02:32:00 
446,StreetWear Men City Oversized Hoodie with Lace Trim,"Made with cashmere for a premium hand-feel. Designed for weekend with a four-way stretch silhouette. Details: elastic waistband, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,StreetWear,223.94,Yellow,Men,3.34,2025-05-28 17:29:00 
447,GymClark Training Shorts,The GymClark Training Shorts stands out for its quality and style. An easy-to-style piece with a modern fit.,Activewear,GymClark,201.75,Pink,Women,3.85,2025-08-13 22:05:00 
448,Gucci Classic Wide-Leg Trousers with Belt,"Comfortable, flattering, and designed to last.",Bottoms,Gucci,1006.12,Black,Men,3.72,2025-03-07 21:49:00 
449,Louis Vuitton Tuxedo Blazer,An easy-to-style piece with a modern fit.,Suits & Blazers,Louis Vuitton,381.71,Pink,Women,4.22,2024-10-30 09:01:00 
450,Louis Vuitton Modern Compression Top,An easy-to-style piece with a modern fit.,Activewear,Louis Vuitton,255.97,Gray,Men,4.49,2024-10-05 20:30:00 
451,UrbanChic Sunglasses,"Made with cotton for a premium hand-feel. Designed for weekend with a high-waisted silhouette. Details: functional pockets, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,UrbanChic,194.62,Green,Men,4.13,2025-05-06 05:08:00 
452,Elegante Cotton T-Shirt with Graphic Print,A versatile staple for everyday wear.,Tops,Elegante,116.99,Brown,Unisex,4.59,2025-12-07 19:44:00 
453,Minimalist Set of 3 Jewelry Pieces with Zip Detail Update,"Made with resin for a premium hand-feel. Designed for travel with a mid-rise silhouette. Details: lace trim, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Minimalist,171.2,Gray,Women,4.11,2025-06-09 18:07:00 
454,StreetWear Heritage Training Shorts,A classic essential with elevated details.,Activewear,StreetWear,64.76,Purple,Women,3.97,2025-09-17 19:23:00 
455,Mango Signature Running Jacket,A versatile staple for everyday wear.,Activewear,Mango,21.18,Blue,Men,4.46,2024-10-17 19:36:00 
456,UrbanChic One-Piece Swimsuit,"Featuring the UrbanChic One-Piece Swimsuit, this product offers comfort and durability. A versatile staple for everyday wear.",Swimwear,UrbanChic,148.97,Orange,Unisex,4.49,2025-08-14 03:29:00 
457,UrbanChic Modern Denim Shorts,"Comfortable, flattering, and designed to last.",Bottoms,UrbanChic,139.23,Black,Unisex,4.15,2025-07-25 22:44:00 
458,UrbanChic Retro Leather Loafers,A versatile staple for everyday wear.,Footwear,UrbanChic,314.42,Orange,Men,4.33,2025-04-27 11:51:00 
459,Niky Modern Silk Scarf with Belt,,Accessories,Niky,23.12,Black,Women,3.43,2024-10-11 13:54:00 
460,Balenciaga Heritage Yoga Tank,"The Balenciaga Heritage Yoga Tank stands out for its quality and style. Made with moisture-wicking poly for a premium hand-feel. Designed for vacation with a cropped silhouette. Details: subtle logo hardware, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Balenciaga,699.74,Red,Men,4.49,2025-09-01 03:48:00 
461,Gucci Modal Lounge Set,This Gucci Modal Lounge Set is designed for everyday use. A versatile staple for everyday wear.,Lingerie & Sleepwear,Gucci,170.83,White,Women,4.41,2025-09-03 08:18:00 
462,Gucci Signature Wool Blend Coat with Graphic Print,"Featuring the Gucci Signature Wool Blend Coat with Graphic Print, this product offers comfort and durability. Made with faux leather for a premium hand-feel. Designed for studio with a mid-rise silhouette. Details: ribbed cuffs, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Gucci,1289.83,Pink,Women,4.03,2025-08-26 21:00:00 
463,Louis Vuitton Ankle Boots,"Made with rubber for a premium hand-feel. Designed for evening with a lightweight silhouette. Details: hidden side zipper, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Louis Vuitton,1559.87,Brown,Women,3.91,2024-10-26 14:38:00 
464,Mango Signature Denim Shorts,An easy-to-style piece with a modern fit.,Bottoms,Mango,78.77,Brown,Women,3.95,2025-01-01 22:43:00 
465,Prada Modern Canvas Tote,"Comfortable, flattering, and designed to last.",Accessories,Prada,24.32,Gray,Unisex,4.26,2025-04-03 17:10:00 
466,Elegante Sports Cap,"Featuring the Elegante Sports Cap, this product offers comfort and durability. Comfortable, flattering, and designed to last.",Accessories,Elegante,443.32,White,Women,4.37,2025-02-01 17:32:00 
467,StreetWear Heritage Training Shorts,"Made with nylon-spandex for a premium hand-feel. Designed for everyday wear with a slim fit silhouette. Details: lace trim, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,StreetWear,36.96,White,Women,3.58,2025-11-30 11:03:00 
468,Niky City Slim Denim Shorts with Belt Update,This Niky City Slim Denim Shorts with Belt Update is designed for everyday use. A classic essential with elevated details.,Bottoms,Niky,57.54,Yellow,Women,4.51,2025-05-16 14:54:00 
469,Prada Swim Trunks,An easy-to-style piece with a modern fit.,Swimwear,Prada,134.7,Gray,Men,4.73,2025-03-21 17:45:00 
470,Mango Men Lightweight Chelsea Boots,"Made with canvas for a premium hand-feel. Designed for vacation with a oversized silhouette. Details: adjustable straps, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Mango,46.41,Purple,Men,3.8,2025-08-17 15:45:00 
471,Balenciaga Heritage Retro Leather Loafers,"Made with leather for a premium hand-feel. Designed for vacation with a lightweight silhouette. Details: adjustable straps, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Balenciaga,89.88,Brown,Men,4.36,2024-12-14 10:16:00 
472,Zana Set of 3 Jewelry Pieces,A versatile staple for everyday wear.,Accessories,Zana,769.48,Blue,Women,3.55,2025-08-23 01:41:00 
473,UrbanChic Board Shorts,"Featuring the UrbanChic Board Shorts, this product offers comfort and durability. Made with nylon-spandex for a premium hand-feel. Designed for everyday wear with a tailored silhouette. Details: subtle logo hardware, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Swimwear,UrbanChic,224.21,Purple,Men,4.28,2025-02-06 03:30:00 
474,UrbanChic Classic Pleated Chinos with Graphic Print,A versatile staple for everyday wear.,Bottoms,UrbanChic,85.42,White,Women,4.27,2025-05-03 15:32:00 
475,Asisas Faux Leather Jacket,"Made with wool for a premium hand-feel. Designed for street style with a water-resistant silhouette. Details: subtle logo hardware, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Asisas,104.58,Orange,Men,4.73,2024-09-27 19:31:00 
476,Minimalist Tuxedo Blazer,"Made with twill for a premium hand-feel. Designed for workwear with a relaxed fit silhouette. Details: ribbed cuffs, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,Minimalist,482.55,Red,Men,3.36,2024-09-13 14:29:00 
477,Louis Vuitton Women Tailored Slip Dress,"Comfortable, flattering, and designed to last.",Dresses,Louis Vuitton,1259.76,Red,Women,4.13,2025-11-24 16:23:00 
478,Zana Crossbody Bag with Ribbed Hem,"Comfortable, flattering, and designed to last.",Accessories,Zana,284.32,Blue,Women,3.86,2024-12-31 10:55:00 
479,StreetWear Tailored Cashmere V-Neck Sweater,A classic essential with elevated details.,Tops,StreetWear,23.04,Yellow,Women,4.18,2024-09-06 23:23:00 
480,GymClark City Cut-Out Swimsuit,An easy-to-style piece with a modern fit.,Swimwear,GymClark,101.8,Green,Unisex,3.79,2025-03-17 06:24:00 
481,Zana Wool Blend Coat with Lace Trim,The Zana Wool Blend Coat with Lace Trim stands out for its quality and style. An easy-to-style piece with a modern fit.,Outerwear,Zana,219.03,Black,Women,4.36,2025-10-07 18:57:00 
482,Elegante Signature Slip Dress with Ribbed Hem,"Made with cotton for a premium hand-feel. Designed for evening with a relaxed fit silhouette. Details: lace trim, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Elegante,46.05,Gray,Unisex,4.79,2025-10-17 02:15:00 
483,Niky Women Classic Lace Bralette,An easy-to-style piece with a modern fit.,Lingerie & Sleepwear,Niky,22.84,Purple,Women,3.78,2025-12-20 04:31:00 
484,Chanel Tailored Cargo Pants,Customers choose the Chanel Tailored Cargo Pants for its reliability. A classic essential with elevated details.,Bottoms,Chanel,297.18,Black,Unisex,4.14,2024-08-30 17:36:00 
485,Elegante Cotton T-Shirt with Graphic Print,"Made with silk for a premium hand-feel. Designed for evening with a oversized silhouette. Details: mesh panels, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Elegante,48.28,Blue,Unisex,4.29,2025-01-19 00:04:00 
486,Balenciaga Signature Performance Leggings,"Comfortable, flattering, and designed to last.",Activewear,Balenciaga,166.04,Purple,Men,3.93,2026-01-06 20:33:00 
487,Zana Women Graphic T-Shirt,An easy-to-style piece with a modern fit.,Tops,Zana,251.36,Yellow,Women,3.92,2024-08-31 13:52:00 
488,Asisas Slim Wide-Leg Trousers,A versatile staple for everyday wear.,Bottoms,Asisas,420.93,Green,Men,4.32,2025-06-18 09:09:00 
489,StreetWear Sports Cap,"The StreetWear Sports Cap stands out for its quality and style. Made with stainless steel for a premium hand-feel. Designed for studio with a easy-care silhouette. Details: functional pockets, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,StreetWear,742.85,Pink,Women,4.04,2025-03-25 06:43:00 
490,GymClark Heritage Running Jacket with Lace Trim Drop,,Activewear,GymClark,340.17,Yellow,Women,3.96,2025-12-07 00:22:00 
491,UrbanChic Silk Scarf,"Made with cotton for a premium hand-feel. Designed for workwear with a lightweight silhouette. Details: lace trim, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,UrbanChic,417.67,White,Women,4.61,2025-07-27 20:35:00 
492,Zana Oversized Blazer Coat with Graphic Print,A versatile staple for everyday wear.,Outerwear,Zana,89.66,Red,Women,3.59,2024-09-10 18:29:00 
493,Zana Oversized Blazer Coat with Graphic Print,A classic essential with elevated details.,Outerwear,Zana,244.42,Green,Women,3.75,2024-10-20 15:56:00 
494,Asisas Studio Performance Leggings,,Activewear,Asisas,24.28,Blue,Women,4.65,2025-02-02 05:40:00 
495,Chanel Signature One-Piece Swimsuit with Zip Detail,The Chanel Signature One-Piece Swimsuit with Zip Detail stands out for its quality and style. A classic essential with elevated details.,Swimwear,Chanel,106.27,Green,Men,4.81,2025-03-10 21:47:00 
496,Elegante Cargo Pants with Ribbed Hem,This Elegante Cargo Pants with Ribbed Hem is designed for everyday use. A classic essential with elevated details.,Bottoms,Elegante,120.19,Purple,Women,4.19,2025-08-26 11:39:00 
497,StreetWear City Oversized Oversized Hoodie,"Made with linen for a premium hand-feel. Designed for evening with a buttery-soft silhouette. Details: contrast stitching, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,StreetWear,341.94,Gray,Unisex,4.81,2025-03-06 08:04:00 
498,Gucci Modern Silk Scarf,"The Gucci Modern Silk Scarf stands out for its quality and style. Made with cotton for a premium hand-feel. Designed for street style with a buttery-soft silhouette. Details: ribbed cuffs, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Gucci,767.21,Yellow,Women,3.92,2025-05-12 05:30:00 
499,Asisas Pleated Midi Dress,"Featuring the Asisas Pleated Midi Dress, this product offers comfort and durability. A versatile staple for everyday wear.",Dresses,Asisas,140.21,Gray,Women,4.06,2025-07-01 08:33:00 
500,GymClark Heritage Performance Leggings with Belt,"Made with moisture-wicking poly for a premium hand-feel. Designed for studio with a lightweight silhouette. Details: elastic waistband, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,GymClark,30.21,Purple,Women,3.87,2025-07-01 00:55:00 
501,Minimalist Puffer Jacket,"Made with recycled polyester for a premium hand-feel. Designed for formal events with a oversized silhouette. Details: ribbed cuffs, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Minimalist,716.69,Orange,Men,4.22,2025-09-25 15:05:00 
502,Balenciaga Heritage Ribbed Tank Top,A versatile staple for everyday wear.,Tops,Balenciaga,686.9,Blue,Unisex,4.7,2026-01-13 13:51:00 
503,Mango Canvas Tote,"Comfortable, flattering, and designed to last.",Accessories,Mango,31.57,Pink,Women,4.4,2024-09-22 05:59:00 
504,Zana Signature Leather Pants with Ribbed Hem,"Made with wool blend for a premium hand-feel. Designed for vacation with a relaxed fit silhouette. Details: contrast stitching, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Zana,99.99,White,Women,3.52,2025-06-29 22:21:00 
505,StreetWear Classic Triangle Bikini Top,"Customers choose the StreetWear Classic Triangle Bikini Top for its reliability. Made with nylon-spandex for a premium hand-feel. Designed for street style with a wrinkle-resistant silhouette. Details: adjustable straps, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Swimwear,StreetWear,28.72,Purple,Men,4.48,2025-03-03 14:20:00 
506,Prada Heritage High-Waist Bikini Bottom,A versatile staple for everyday wear.,Swimwear,Prada,63.17,Yellow,Men,4.12,2025-03-04 06:45:00 
507,UrbanChic Retro Leather Loafers,,Footwear,UrbanChic,85,Red,Men,3.24,2024-10-10 19:59:00 
508,Prada Ankle Boots,An easy-to-style piece with a modern fit.,Footwear,Prada,268.21,Gray,Unisex,4,2025-07-11 02:27:00 
509,UrbanChic Denim Jacket,"Comfortable, flattering, and designed to last.",Outerwear,UrbanChic,826.59,Orange,Women,3.79,2025-01-05 22:29:00 
510,Prada Modern Canvas Tote,"Made with cotton for a premium hand-feel. Designed for training with a wrinkle-resistant silhouette. Details: subtle logo hardware, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Prada,527.92,White,Men,4.2,2025-02-28 15:57:00 
511,Zana Denim Shorts with Belt,"Made with leather for a premium hand-feel. Designed for travel with a oversized silhouette. Details: lace trim, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Zana,76.41,Black,Women,4.39,2025-05-22 17:13:00 
512,GymClark Oversized Hoodie,"Comfortable, flattering, and designed to last.",Tops,GymClark,105.12,Brown,Unisex,4.61,2025-03-24 04:09:00 
513,UrbanChic City Off-Shoulder Dress,"This UrbanChic City Off-Shoulder Dress is designed for everyday use. Made with satin for a premium hand-feel. Designed for street style with a breathable silhouette. Details: adjustable straps, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,UrbanChic,479.35,Purple,Women,4.03,2025-11-21 12:27:00 
514,Zana Modern Compression Top with Belt,"The Zana Modern Compression Top with Belt stands out for its quality and style. Made with moisture-wicking poly for a premium hand-feel. Designed for workwear with a slim fit silhouette. Details: functional pockets, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Zana,223.4,Yellow,Men,3.7,2025-06-22 12:48:00 
515,Prada Ankle Boots,A versatile staple for everyday wear.,Footwear,Prada,1808.31,Brown,Unisex,4.36,2025-12-12 11:00:00 
